"marca";"nome";"preco_antigo_reais";"preco_antigo_centavos";"preco_novo_reais";"preco_novo_centavos";"nota";"qtde_avaliacoes";"_fonte";"_data_coleta";"preco_antigo";"preco_novo"
"OLYMPIKUS";"Olympikus Jogging 100 Masculino Adultos";209.0;90.0;165.0;90.0;4.5;83;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";209.9;165.9
"UNDER ARMOUR";"Under Armour Charged Slight 2 Masculino Adultos";449.0;99.0;291.0;99.0;4.8;416;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";449.99;291.99
"";"Tênis Masculino Esportivo Caminhada Academia Corrida - It";89.0;90.0;78.0;90.0;4.5;382;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";89.9;78.9
"MIZUNO";"Tênis Mizuno Masculino Wave Mirai 5 Esportivo Corrida";529.0;90.0;369.0;90.0;5.0;4;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";529.9;369.9
"";"Tênis Bolsonaro : Liberdade Style Super Confortável ";0.0;0.0;169.0;0.0;4.8;115;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;169.0
"OLYMPIKUS";"Olympikus Jogging 100 Masculino Adultos";209.0;90.0;165.0;90.0;4.5;83;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";209.9;165.9
"UNDER ARMOUR";"Under Armour Charged Slight 2 Masculino Adultos";449.0;99.0;291.0;99.0;4.8;416;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";449.99;291.99
"OLYMPIKUS";"Olympikus Cyber 3 Masculino Adultos";269.0;90.0;177.0;90.0;4.7;36;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";269.9;177.9
"MIZUNO";"Tênis Masculino Mizuno Wave Creation Original Macio Corrida";199.0;90.0;129.0;90.0;3.9;68;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";199.9;129.9
"OLYMPIKUS";"Olympikus Aquarios Masculino Adultos";237.0;49.0;184.0;49.0;4.8;1007;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";237.49;184.49
"OLDSEN";"Tênis Masculino Jaguar Oldsen Treino Corrida Promoção Top";78.0;97.0;75.0;97.0;4.4;2883;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";78.97;75.97
"";"Tenis Esporte Academia Corrida Caminhada Confortável Leve";0.0;0.0;69.0;0.0;4.5;427;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;69.0
"";"Tênis Masculino Esportivo Caminhada Academia Corrida";89.0;90.0;78.0;90.0;4.5;500;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";89.9;78.9
"REEBOK";"Tenis Reebok Zig Kinetica 2.5 Adventure Masculino 100074670";0.0;0.0;1.099;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;1099.0
"";"Tênis Meia Masculino E Feminino Unicc Lançamento";0.0;0.0;79.0;0.0;4.7;59;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;79.0
"ASICS";"Tênis Asics Masculino Feminino Varias Cores Do 34 Ao 43";105.0;99.0;98.0;99.0;4.1;697;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";105.99;98.99
"";"Tênis Cross Tryd 5400 Academia Caminhada Confortável Leve";99.0;99.0;69.0;99.0;4.5;1590;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";99.99;69.99
"ASCENSION";"Tenis Masculino E Feminino De Caminhada Ortopedico Crossfit";0.0;0.0;69.0;0.0;4.7;2170;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;69.0
"BF SHOES";"Tênis Esportivo Masculino Para Malhar Confortável Lançamento";78.0;90.0;74.0;90.0;4.5;1873;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";78.9;74.9
"BOX200";"Tênis Masculino Tamanho Especial Esporte Caminhada Box 200";89.0;90.0;76.0;90.0;4.5;617;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";89.9;76.9
"MIZUNO";"Mizuno Wave Mirai 5 Masculino Adultos";316.0;0.0;300.0;0.0;4.5;551;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";316.0;300.0
"OLYMPIKUS";"Olympikus Casual Urbano Ast Masculino Adultos";0.0;0.0;187.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;187.0
"";"Tenis Olympikus Proof 3 Masculino Numero 45,46,47,48";199.0;90.0;189.0;90.0;4.8;431;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";199.9;189.9
"OLDSEN";"Tenis Masculino Casual Macio Caminhada Treino Oldsen Bmax ";78.0;99.0;75.0;99.0;4.3;85;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";78.99;75.99
"";"Tenis Sport Titanium  Original - Esportivo";78.0;90.0;62.0;90.0;4.5;3548;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";78.9;62.9
"";"Tenis New Luxxor Masculino Academia Caminhada Corrida,";54.0;90.0;43.0;90.0;4.2;2541;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";54.9;43.9
"MIZUNO";"Mizuno Wave Zest Masculino Adultos";419.0;56.0;331.0;56.0;4.6;68;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";419.56;331.56
"NEW BALANCE";"New Balance 500 V2 Masculino Adultos";467.0;85.0;336.0;85.0;4.4;27;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";467.85;336.85
"ADIDAS";"adidas Duramo RC Feminino Adultos";399.0;99.0;292.0;99.0;4.7;202;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";399.99;292.99
"OLYMPIKUS";"Tênis Olympikus Corre Grafeno 2 Para Corrida Maratona";849.0;90.0;662.0;90.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";849.9;662.9
"OLYMPIKUS";"Olympikus Casual Triunfo 2 Masculino Adultos";229.0;99.0;161.0;99.0;4.8;377;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";229.99;161.99
"FILA";"Fila Cage Python Masculino Adultos";0.0;0.0;199.0;0.0;4.5;202;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;199.0
"";"Sapatênis Masculino Em Couro Legitimo Kit Com Relógio Tenis";149.0;90.0;109.0;90.0;4.2;47;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";149.9;109.9
"NB";"Tênis Masculino New Balance 997s Sport Exclusivo Original";249.0;99.0;194.0;99.0;4.3;19;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";249.99;194.99
"ON RUNNING";"Tênis On Running Cloud Midnight";0.0;0.0;599.0;0.0;4.8;9;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;599.0
"ADIDAS";"adidas Lite Racer 3.0 Masculino Adultos";299.0;99.0;230.0;99.0;4.7;470;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";299.99;230.99
"OLYMPIKUS";"Olympikus Eros Sem gênero Adultos";0.0;0.0;179.0;0.0;4.9;51;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;179.0
"OLYMPIKUS";"Tênis Olympikus Index 3 Esportivo Original";189.0;0.0;179.0;0.0;4.9;43;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";189.0;179.0
"ASICS";"Asics Gel-Rebound Masculino Adultos";399.0;0.0;315.0;0.0;4.5;13;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";399.0;315.0
"FILA";"Tênis Fila Ride Masculino / Feminino - Original ";329.0;99.0;230.0;99.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";329.99;230.99
"MIZUNO";"Tenis Esportivo Exclusivo Atividade Fisica Leve Confortavel";0.0;0.0;149.0;0.0;4.6;343;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;149.0
"ZEUZ";"Tênis Masculino Leve Esportivo Conforto Dia A Dia Elástico";0.0;0.0;89.0;0.0;4.4;5;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;89.0
"EVOLTENN";"Tenis Academia Corrida Original Caminhada Evoltenn Crossfit";78.0;90.0;74.0;90.0;4.5;3525;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";78.9;74.9
"T-SHOES";"Tênis Extremecross Speed Trekking Trilha Ciclismo Corrida";174.0;49.0;153.0;49.0;4.5;239;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";174.49;153.49
"OLYMPIKUS";"Tenis Masculino Olympikus Neblina Corrida Academia Trilha";0.0;0.0;263.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;263.0
"";"Tenis Feminino Masculino Olimp Academia Leve Confortável";69.0;99.0;66.0;99.0;4.4;1078;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";69.99;66.99
"ON RUNNING";"Tênis On Running Cloud X 2.0";0.0;0.0;599.0;0.0;4.9;38;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;599.0
"FILA";"Fila Racer Carbon 2 Masculino Adultos";1.097;90.0;999.0;90.0;5.0;3;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";1.997e+16;999.9
"EVOLTENN";"Kit 3 Combo Tenis Masculino Corrida Treino Academia Leve";189.0;95.0;160.0;95.0;4.5;292;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";189.95;160.95
"OLYMPIKUS";"Olympikus Difuse 2 Sem gênero Adultos";298.0;86.0;89.0;86.0;3.8;18;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";298.86;89.86
"MIZUNO";"Mizuno Wave Dynasty 5 Masculino Adultos";307.0;85.0;286.0;85.0;4.7;904;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";307.85;286.85
"";"Tênis Masculino Esportivo Caminhada Academia Corrida";89.0;90.0;78.0;90.0;4.5;500;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";89.9;78.9
"UNDER ARMOUR";"Tenis Under Armour Bankshot Preto Chumbo Metal";383.0;98.0;307.0;98.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";383.98;307.98
"MIZUNO";"Mizuno Wave Way 3 Masculino Adultos";345.0;54.0;276.0;54.0;4.7;278;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";345.54;276.54
"RAYCONN";"Tenis 4 Molas Masculino Corrida Caminhada Running Original";186.0;95.0;166.0;95.0;4.3;49;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";186.95;166.95
"PLAZA";"Kit 2 Tênis Masculino Casual Esportivo Neo Running Academia";0.0;0.0;125.0;0.0;4.0;75;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;125.0
"REEBOK";"Tenis Reebok Zig Kinetica 2.5 Adventure Masculino 100074670";0.0;0.0;1.099;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;1099.0
"";"Tênis Corrida Academia Caminhada Com Calce Fácil Lançamento";109.0;90.0;103.0;90.0;4.7;466;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";109.9;103.9
"";"Tenis Sport Titanium  Original - Esportivo";78.0;90.0;62.0;90.0;4.5;3548;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";78.9;62.9
"";"Tênis Masculino Olympikus Beats Esportivo Original";299.0;99.0;269.0;99.0;4.8;11;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";299.99;269.99
"VANELLI";"Kit 2 Pares Tênis Masculino Esportivo Leve Macio Promoção";142.0;90.0;135.0;90.0;4.6;68;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";142.9;135.9
"OLYMPIKUS";"Tenis Masculino Olympikus Proof ";247.0;85.0;188.0;85.0;4.8;264;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";247.85;188.85
"OLYMPIKUS";"Tênis Masculino Olympikus Diffuse 5 Original Esportivo";299.0;99.0;254.0;99.0;4.9;66;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";299.99;254.99
"NB";"Tenis Calçados Nb Promoção 997s Masculino Envio Rápido";214.0;90.0;199.0;90.0;4.5;17;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";214.9;199.9
"";"Kit 2 Tênis Masculino Ferrari New Caminhada Confortável Leve";339.0;90.0;173.0;90.0;5.0;2;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";339.9;173.9
"WEST";"Tênis Kit 2 Pares Mizwest 20 Promoção Masculino Garantia !!1";0.0;0.0;155.0;0.0;4.0;327;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;155.0
"PLAZA";"Kit 2 Tênis Masculino Casual Esportivo Neo Running Academia";0.0;0.0;125.0;0.0;4.0;75;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;125.0
"";"Tênis Para Academia Treino Corrida Caminhada Original";59.0;90.0;47.0;90.0;4.6;424;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";59.9;47.9
"MVP FITNESS";"Tênis Mvp Para Crossfit - 3x3 All Black";379.0;0.0;360.0;0.0;4.8;123;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";379.0;360.0
"PLAZA";"Kit 2 Tênis Esportivo Casual Neo Running + Relógio Digital";0.0;0.0;137.0;0.0;4.4;39;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;137.0
"OLYMPIKUS";"Olympikus Challenger 4 Masculino Adultos";299.0;99.0;220.0;99.0;4.7;9;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";299.99;220.99
"ASCENSION";"Tenis Masculino Leve Confotavel Dia A Dia Para Treino";0.0;0.0;109.0;0.0;4.5;158;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;109.0
"";"Tênis Corrida Academia Caminhada Com Calce Fácil Lançamento";109.0;90.0;103.0;90.0;4.7;466;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";109.9;103.9
"";"Kit 2 Tenis Masculino Esportivo Adulto Caminhada Corrida To";0.0;0.0;141.0;0.0;5.0;4;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;141.0
"";"Tênis Academia Caminhada Corrida Confortável Leve Pra Malhar";99.0;90.0;68.0;90.0;4.5;231;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";99.9;68.9
"";"Tênis Esporte Masculino Pronta Entrega Barato";66.0;90.0;63.0;90.0;4.4;1349;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";66.9;63.9
"";"Tênis Para Academia Treino Corrida Caminhada Original";59.0;90.0;47.0;90.0;4.6;424;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";59.9;47.9
"OLDSEN";"Tênis Masculino Academia Esportivo Caminhada Academia ";78.0;90.0;69.0;90.0;4.3;169;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";78.9;69.9
"PLAZA";"Kit 2 Pares De Tênis Casual Esportivo Neo Original Promoção";0.0;0.0;137.0;0.0;4.1;31;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;137.0
"CREATION";"Combotênis Academia Creation 20 Combo De 3 Pares Confortável";0.0;0.0;199.0;0.0;4.2;243;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;199.0
"ADRUN";"Tênis Esportivo Masculino Adrun Walk 8306m";0.0;0.0;140.0;0.0;4.8;27;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;140.0
"OLYMPIKUS";"Tênis Olympikus Proof 3 Caminhada Treino Corrida Academia";0.0;0.0;199.0;0.0;4.6;172;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;199.0
"OLYMPIKUS";"Tenis Masculino Olympikus Diffuse Hypersox Macio - Original";377.0;85.0;264.0;85.0;4.7;80;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";377.85;264.85
"DM DAMANDO";"Kit 2 Pares Tênis De Academia Treino Original Lançamento Dm";0.0;0.0;149.0;0.0;4.0;2;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;149.0
"";"Tenis Esportivo Feminino Masculino,resistente, Confortavel!";0.0;0.0;69.0;0.0;4.5;107;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;69.0
"STARFLEX";"Tênis Com Amortecedor Masculino Corrida Esportivo Flex Mola ";0.0;0.0;134.0;0.0;4.8;18;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;134.0
"KALLUCCI";"Tênis Militar Tático Corrida Kallucci Tfm Todo Em Couro";219.0;90.0;173.0;90.0;4.6;33;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";219.9;173.9
"OLDSEN";"Tenis Unissex Infantil Jaguar Corrida Academia Treino 34-43";78.0;90.0;74.0;90.0;4.6;843;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";78.9;74.9
"VILI";"Tênis Masculino Academia Caminhada Vili Barato Leve Corrida";0.0;0.0;109.0;0.0;4.5;2200;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;109.0
"";"Sapatilha Híbrida Aquática Pesca Neoprene Trilha Bike Praia";0.0;0.0;53.0;0.0;4.6;214;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;53.0
"OLYMPIKUS";"Olympikus Marte Masculino Adultos";0.0;0.0;151.0;0.0;4.7;245;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;151.0
"ZEUZ";"Tênis Masculino Esportivo Caminhada Academia Musculação Leve";0.0;0.0;80.0;0.0;4.2;9;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;80.0
"OLYMPIKUS";"Olympikus Perfect 3 Masculino Adultos";279.0;0.0;220.0;0.0;4.8;233;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";279.0;220.0
"OLYMPIKUS";"Tênis Masculino Olympikus Estilo Esportivo Caminhada";274.0;99.0;195.0;99.0;4.8;93;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";274.99;195.99
"RAINHA";"Tênis Chuteira Futsal Futebol Salão Corrida Academia Macio";108.0;70.0;97.0;70.0;4.3;229;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";108.7;97.7
"";"Tenis Masculino Oadsey Easy Caminhada Academia Top Boost";0.0;0.0;59.0;0.0;4.5;20;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;59.0
"";"Combo 2 Pares Tênis Jeet Masculino Corrida Caminha Promoção";249.0;90.0;150.0;90.0;4.3;548;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";249.9;150.9
"TAYGRA";"Taygra Tenis Dança Conforto Original - Grafite + Brinde";179.0;90.0;170.0;90.0;4.7;23;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";179.9;170.9
"OLYMPIKUS";"Tênis Olympikus Challenger 5 Masculino";0.0;0.0;299.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;299.0
"";"Tênis New Balance 997s Original Cores Lançamento Exclusivos!";0.0;0.0;209.0;0.0;4.2;41;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;209.0
"PUMA";"Tênis De Corrida Retaliate 2 Puma Tênis De Corrida";0.0;0.0;399.0;0.0;5.0;1;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;399.0
"OLYMPIKUS";"Tênis Masculino Olympikus Dynamic Academia Caminhada";240.0;0.0;117.0;0.0;4.4;14;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";240.0;117.0
"OLYMPIKUS";"Tênis Olympikus Corre Supra Unissex";0.0;0.0;1.199;0.0;4.9;10;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;1199.0
"PLAZA";"Kit 4 Pares Tênis Casual Esportivo Original Neo Atacado ";0.0;0.0;269.0;0.0;4.3;18;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;269.0
"FILA";"Tênis Fila Kr6 Masculino Amarelo Neon Running Corrida";379.0;90.0;360.0;90.0;5.0;24;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";379.9;360.9
"FILA";"Tênis Fila Recovery Prata";0.0;0.0;245.0;0.0;4.7;3;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;245.0
"";"Tenis Olympikus Dynamic Masculino Esportivo  Original";254.0;90.0;242.0;90.0;4.8;1408;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";254.9;242.9
"MIZUNO";"Tênis Masculino Wave Creation Treino Macio Original Promoção";199.0;90.0;129.0;90.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";199.9;129.9
